"","Year","Scenario","OM","Rho","Frequency","HCR","SSB","SSBest","F_full","Fest","R","Rest","Catchsim","Catchest","REESSB","REEF","rhoSSB"
"576",1989,12,4,2,1,4,24683.01822,25836.615,0.6555,0.6572247,30233800,30420005,8667.078908,8690.0225,NA,NA,NA
"577",1990,12,4,2,1,4,25927.83531,32244.975,0.956372,0.95830385,4526620,4593701,14194.36017,14281.17,NA,NA,NA
"578",1991,12,4,2,1,4,32331.54076,35256.805,1.19324,1.191593,4628870,4659946.5,17984.76094,18018.65,NA,NA,NA
"579",1992,12,4,2,1,4,35288.66402,29814.02,1.2111,1.211295,8321060,8354610,16866.65508,16894.82,NA,NA,NA
"580",1993,12,4,2,1,4,29840.1791,18551.775,1.31222,1.320019,8306270,8362519,11264.68658,11293.39,NA,NA,NA
"581",1994,12,4,2,1,4,18589.82223,12166,1.60134,1.625179,10593000,10719400,7569.752124,7576.8085,NA,NA,NA
"582",1995,12,4,2,1,4,12248.6249,10531.5,1.4559,1.466709,3499470,3515056.5,5812.691116,5797.0255,NA,NA,NA
"583",1996,12,4,2,1,4,10606.7592,11124.92,1.05505,1.056673,3785520,3801652,5004.943293,5006.9435,NA,NA,NA
"584",1997,12,4,2,1,4,11158.22724,11430.48,0.990981,0.98619485,3111340,3120859.5,5452.396989,5460.3825,NA,NA,NA
"585",1998,12,4,2,1,4,11427.46304,9430.361,0.862996,0.8606002,5080230,5095941,4213.118894,4218.3045,NA,NA,NA
"586",1999,12,4,2,1,4,9426.170197,8300.125,0.762063,0.75996375,4473680,4470179.5,3321.003465,3325.649,NA,NA,NA
"587",2000,12,4,2,1,4,8295.848908,8493.101,0.524024,0.522973,8768560,8766950,2429.529963,2427.898,NA,NA,NA
"588",2001,12,4,2,1,4,8487.570393,10689.1,0.624922,0.62278055,5105900,5121645.5,3527.586358,3527.0235,NA,NA,NA
"589",2002,12,4,2,1,4,10685.61843,12812.49,0.666422,0.66249325,1316070,1318757.5,4393.986266,4388.49,NA,NA,NA
"590",2003,12,4,2,1,4,12810.60549,13916.455,0.531522,0.5281359,5760720,5773562.5,4240.301306,4255.072,NA,NA,NA
"591",2004,12,4,2,1,4,13890.46735,13737.575,0.558618,0.5567255,2064430,2066306.5,4684.842667,4703.2635,NA,NA,NA
"592",2005,12,4,2,1,4,13703.06953,12546.435,0.647474,0.64581615,6694740,6689364.5,4707.148989,4716.1,NA,NA,NA
"593",2006,12,4,2,1,4,12533.36312,11432.735,0.879411,0.87785755,4096920,4089817,5284.612968,5278.3925,NA,NA,NA
"594",2007,12,4,2,1,4,11440.90256,9948.145,0.582746,0.5811323,6912250,6910488,3162.688662,3166.304,NA,NA,NA
"595",2008,12,4,2,1,4,9960.388013,11619.705,0.617485,0.6176507,5430370,5445101,3897.521222,3904.023,NA,NA,NA
"596",2009,12,4,2,1,4,11613.63399,12663.485,0.82387,0.819478,4118280,4148135.5,5274.080225,5271.932,NA,NA,NA
"597",2010,12,4,2,1,4,12673.03248,12334.42,0.934049,0.9310456,2736090,2748797.5,5663.612707,5685.2065,NA,NA,NA
"598",2011,12,4,2,1,4,12325.97282,10641.615,1.04277,1.0468965,1711080,1725178.5,5398.15407,5416.4235,NA,NA,NA
"599",2012,12,4,2,1,4,10642.93032,8001.6665,1.50474,1.509374,1645230,1680893.5,5152.425812,5161.4725,NA,NA,NA
"600",2013,12,4,2,1,4,8019.458039,4504.032,1.69086,1.712926,1681620,1716018,3039.018533,3042.522,NA,NA,NA
"601",2014,12,4,2,1,4,4516.216193,2664.04,2.17901,2.1974405,787682,807408.35,1947.809682,1944.621,NA,NA,NA
"602",2015,12,4,2,1,4,2676.998938,1764.6455,2.22469,2.1991825,2701790,2785425.5,1245.113308,1242.0765,NA,NA,NA
"603",2016,12,4,2,1,4,1759.860137,1473.366,0.370279,0.35940885,1184440,1229198.5,260.6425519,261.6213,NA,NA,NA
"604",2017,12,4,2,1,4,1439.881013,2630.277,0.459487,0.4435801,757999,793242.2,580.0326774,580.0741,NA,NA,NA
"605",2018,12,4,2,1,4,2555.224783,3686.659,0.419339,0.3979685,1845300,1947812,860.9131397,861.7859,NA,NA,NA
"606",2019,12,4,2,1,4,3552.202183,4161.42,0.199687036,0.1900794,876594.7758,933031.55,545.4976961,549.8008,-22.72392282,108.9587423,NA
"607",2020,12,4,2,1,4,3974.108904,5100.9605,0.158223831,0.1472604,2004198.579,2136326,545.5030655,540.3198,10.22559815,13.89855176,0.007422178
"608",2021,12,4,2,1,4,4869.733587,6268.042,0.158226892,0.14671,1496441.943,1579076,678.1374652,675.40815,-9.82792249,13.89858659,0.002538947
"609",2022,12,4,2,1,4,5954.376526,7698.2765,0.071577583,0.06544537,2558785.176,2730751,386.9993823,389.30815,10.11173196,99.28250243,0.003563311
"610",2023,12,4,2,1,4,7202.590149,10254.18,0.07157755,0.0657967,2676524.477,2858443,519.1149882,517.70575,-9.732840534,99.28207794,0.014550888
"611",2024,12,4,2,1,4,9533.259058,12353.14,0.059416004,0.055035555,3209554.106,3438278,522.9850334,527.6356,10.25109152,4.679356251,0.013823564
"612",2025,12,4,2,1,4,11531.29742,15200.62,0.059415991,0.054061485,2428942.413,2567358.5,644.1683932,643.025,-8.719326228,4.679564481,0.012083704
"613",2026,12,4,2,1,4,14109.35185,18667.21,0.056348746,0.05093313,2376478.283,2566969,749.6710761,752.52925,10.39481115,-4.003234804,0.013627925
"614",2027,12,4,2,1,4,17373.38578,21701.83,0.056347672,0.05095197,3444467.895,3793053,883.2534669,883.3406,-9.678784784,-4.003058993,0.013788107
"615",2028,12,4,2,1,4,20062.23655,25002.835,0.058534773,0.0533957,1578999.661,1687302,1075.237592,1073.061,11.18515813,-13.18924827,0.008935852
"616",2029,12,4,2,1,4,23015.05754,27660.375,0.058535125,0.05260797,1760419.219,1943349.5,1199.288893,1198.0815,-3.116050669,-13.18925381,0.00440899
"617",2030,12,4,2,1,4,25445.25625,30573.23,0.067966889,0.061120795,1466369.727,1599283.5,1537.783197,1543.0995,11.78650212,-23.51693169,0.005867538
"618",2031,12,4,2,1,4,27970.55535,31954.285,0.067965854,0.06064567,1394145.799,1535852.5,1637.708943,1644.4835,2.311359349,-23.51702078,0.00347301
"619",2032,12,4,2,1,4,29235.31983,32753.21,0.089616454,0.08075022,1105262.224,1241820.5,2161.865399,2171.2875,13.75064416,-32.16789288,-0.001653073
"620",2033,12,4,2,1,4,29927.71364,31911.75,0.089615213,0.079777925,1204224.395,1311342.5,2076.959265,2074.015,12.00573585,-32.16676093,-0.00266565
"621",2034,12,4,2,1,4,28457.03697,30674.475,0.127058662,0.1144614,1805233.429,2073873.5,2687.017667,2723.4815,14.68923505,-40.66810632,-0.001393318
"622",2035,12,4,2,1,4,27257.00114,28558.185,0.127058637,0.1120765,2191648.612,2556455,2475.592553,2492.649,20.40158812,-40.66807555,0.002502563
"623",2036,12,4,2,1,4,24694.60728,26028.205,0.155768379,0.1337251,2128917.471,2393116,2719.349724,2716.7235,15.78714477,-35.31390118,0.004980182
"624",2037,12,4,2,1,4,22073.04929,23859.13,0.155761526,0.1296833,1411982.997,1681033,2417.743552,2430.191,29.12146859,-35.3132613,0.003559052
"625",1986,13,5,2,1,1,28639.55398,26716.255,0.8563994,0.79791995,16631560,15849620,11039.06004,10683.325,NA,NA,NA
"626",1987,13,5,2,1,1,26717.4855,27482.095,0.8681519,0.80957805,17662870,16758245,11364.9636,11368.395,NA,NA,NA
"627",1988,13,5,2,1,1,26939.27002,27938.835,0.6547805,0.6161852,32593270,30276890,9115.193686,9151.282,NA,NA,NA
"628",1989,13,5,2,1,1,27782.62943,33923.03,0.9745814,0.93295225,5051173,4539390,14986.43836,14935.805,NA,NA,NA
"629",1990,13,5,2,1,1,34668.12658,36170.995,1.198393,1.1632455,5417801,4610468,18482.93139,18362.735,NA,NA,NA
"630",1991,13,5,2,1,1,37772.0435,30505.065,1.18376,1.183796,10072200,8176351.5,17279.70775,17160.705,NA,NA,NA
"631",1992,13,5,2,1,1,31984.65388,18988.685,1.279991,1.302299,10661790,8101589,11570.2589,11544.065,NA,NA,NA
"632",1993,13,5,2,1,1,20050.88284,12274.205,1.543551,1.5835565,14684380,10214495,7614.439674,7584.2535,NA,NA,NA
"633",1994,13,5,2,1,1,13446.56044,10477.08,1.332879,1.421082,5257516,3313659.5,5755.216438,5719.044,NA,NA,NA
"634",1995,13,5,2,1,1,12128.08059,10990.425,0.916881,1.036154,6217710,3583467.5,4938.136127,4908.676,NA,NA,NA
"635",1996,13,5,2,1,1,13299.65513,11169.835,0.8162326,0.97225145,5584570,2912522,5362.602122,5334.1205,NA,NA,NA
"636",1997,13,5,2,1,1,13933.87572,9123.2635,0.6711441,0.8505384,9777971,4790810,4106.215506,4077.0165,NA,NA,NA
"637",1998,13,5,2,1,1,12004.47285,7964.708,0.5597291,0.7599443,9105385,4194686,3210.60389,3204.263,NA,NA,NA
"638",1999,13,5,2,1,1,11215.41558,8067.176,0.3747781,0.52516825,19041730,8335904,2332.846673,2329.2435,NA,NA,NA
"639",2000,13,5,2,1,1,12161.2915,10092.93,0.4428962,0.6278797,11455660,4882869,3369.379394,3375.525,NA,NA,NA
"640",2001,13,5,2,1,1,15378.77246,12050.66,0.4594742,0.66776565,2976459,1242222,4168.642037,4160.801,NA,NA,NA
"641",2002,13,5,2,1,1,18796.52768,13071.095,0.3626093,0.5312574,13175370,5521822.5,4002.828268,4011.246,NA,NA,NA
"642",2003,13,5,2,1,1,20397.41129,12926.97,0.3926542,0.5572771,4777869,1993095,4424.915091,4433.298,NA,NA,NA
"643",2004,13,5,2,1,1,19359.14349,11826.55,0.4701816,0.6464827,15418270,6588919,4443.686217,4447.9935,NA,NA,NA
"644",2005,13,5,2,1,1,17266.71046,10869.715,0.6450534,0.8833961,9185212,4055366.5,5062.128049,5063.6395,NA,NA,NA
"645",2006,13,5,2,1,1,15633.0102,9506.622,0.4354878,0.5920328,15170260,6974130,3067.887018,3068.6975,NA,NA,NA
"646",2007,13,5,2,1,1,14203.80951,11169.79,0.481724,0.6289874,11425310,5450686.5,3798.595002,3811.389,NA,NA,NA
"647",2008,13,5,2,1,1,15922.64237,12311.46,0.6653683,0.83286935,8282485,4116009,5151.754469,5160.485,NA,NA,NA
"648",2009,13,5,2,1,1,16724.72866,12051.66,0.7703221,0.9359281,5282501,2741959.5,5565.333333,5556.2245,NA,NA,NA
"649",2010,13,5,2,1,1,15839.34304,10476.555,0.8866648,1.0435315,3214456,1697036.5,5339.020292,5333.007,NA,NA,NA
"650",2011,13,5,2,1,1,13221.7822,7915.4745,1.307762,1.4968,3123141,1610099.5,5109.970721,5098.246,NA,NA,NA
"651",2012,13,5,2,1,1,9573.531438,4459.5245,1.481667,1.6977265,3451363,1481285,3032.407788,3026.4785,NA,NA,NA
"652",2013,13,5,2,1,1,5394.312786,2602.814,1.858794,2.2454595,1711859,603213.2,1952.698835,1933.671,NA,NA,NA
"653",2014,13,5,2,1,1,3291.968035,1603.756,1.668793,2.5580535,5726967,1759771.5,1242.39066,1227.9175,NA,NA,NA
"654",2015,13,5,2,1,1,2375.189463,1078.21,0.2698311,0.4976889,2311249,624863.95,260.327718,259.96695,NA,NA,NA
"655",2016,13,5,2,1,1,2232.821099,1723.93,0.3742287,0.7161729,1355431,334684.95,578.9498259,581.4228,NA,NA,NA
"656",2017,13,5,2,1,1,3547.93507,2050.702,0.3788805,0.81373605,3061964,744388.6,857.4885428,864.0018,NA,NA,NA
"657",2018,13,5,2,1,1,4363.402523,1755.122,0.198409,0.47404165,4260899,1087544.5,515.7121064,515.7286,NA,NA,NA
"658",2019,13,5,2,1,1,4278.680045,1835.6545,0.076878634,0.1795445,2380895.95,659276.2,222.9262791,222.16315,5.184939106,322.6548524,NA
"659",2020,13,5,2,1,1,4722.287207,2458.3135,0.087712981,0.18676025,4079451.275,1219915.5,306.4796529,307.3775,12.67185328,-33.57900783,0.114573958
"660",2021,13,5,2,1,1,5798.27285,3155.9475,0.0877123,0.1722299,3584756.842,1145860,380.5646149,383.0944,-8.670440719,-33.57865108,0.164404473
"661",2022,13,5,2,1,1,6822.46553,4022.2195,0.137711479,0.25726105,5136320.028,1713695.5,701.6834471,699.608,22.85291345,-56.99846514,0.203732012
"662",2023,13,5,2,1,1,7963.775862,4566.7215,0.137710602,0.23804625,5220750.405,1834604,736.3546241,741.2452,5.034029938,-56.99757617,0.241402455
"663",2024,13,5,2,1,1,8575.534798,5344.0705,0.247577414,0.4025261,5557259.555,2093165.5,1357.10809,1384.831,30.68076208,-66.41492307,0.281357398
"664",2025,13,5,2,1,1,9395.802768,5795.108,0.247580101,0.3851768,4755923.987,1715052.5,1442.653369,1450.073,19.92089093,-66.41436625,0.322134155
"665",2026,13,5,2,1,1,10033.07104,6397.616,0.349454163,0.54706905,4689851.924,1726068.5,2150.983103,2161.5985,23.70195814,-55.57518499,0.371337945
"666",2027,13,5,2,1,1,10547.01212,6139.739,0.349450835,0.54306695,5738764.115,2063366.5,2007.87382,2013.2605,18.30442836,-55.57504545,0.521783127
"667",2028,13,5,2,1,1,10077.67279,5972.595,0.391425358,0.61197325,3366855.845,1200175,2226.206203,2210.8955,3.056033554,-32.4786726,0.685969423
"668",2029,13,5,2,1,1,9749.896644,5467.9025,0.391424049,0.62399995,3546205.051,1243570.5,2049.738929,2026.7675,5.708875752,-32.47856876,0.717831668
"669",2030,13,5,2,1,1,9311.899808,5141.799,0.321248032,0.5279462,3211991.62,1149599.5,1673.858126,1685.98,-13.61662039,13.44204191,0.71028275
"670",2031,13,5,2,1,1,8740.307129,4755.867,0.321250237,0.5310855,2888135.468,1069526,1576.294119,1581.008,-6.218333153,13.44338046,0.630132503
"671",2032,13,5,2,1,1,8120.085696,4373.468,0.242417316,0.4047613,2524556.821,987761.65,1145.462416,1172.1635,-14.58166939,29.87046864,0.551479891
"672",2033,13,5,2,1,1,7630.8434,4416.7525,0.242412657,0.3836355,2429837.299,1017360,1123.123366,1131.238,-7.591012386,29.86874256,0.437603378
"673",2034,13,5,2,1,1,7250.453766,4490.338,0.218435098,0.31399715,3349295.958,1567040.5,981.1281635,982.5207,-14.57575104,13.52420159,0.357620895
"674",2035,13,5,2,1,1,6877.3966,4741.2995,0.218439275,0.28236595,3550190.301,1893279.5,957.4399253,964.9956,-11.07090463,13.52586677,0.261224089
"675",2036,13,5,2,1,1,6803.589678,5256.4915,0.199367712,0.23097385,3469671.51,1891180,869.8024119,865.89535,-11.09076319,-2.354729035,0.212140976
"676",2037,13,5,2,1,1,6834.676028,6220.688,0.199364541,0.1942618,2854539.098,1668814.5,900.4188867,898.09975,-11.7840039,-2.356294855,0.175311332
"677",1986,14,5,2,1,2,28606.42512,26728.075,0.8563994,0.7993631,16631560,15815620,11048.35783,10679.89,NA,NA,NA
"678",1987,14,5,2,1,2,26732.34512,27464.235,0.8681519,0.81327335,17662870,16721990,11369.05576,11372.71,NA,NA,NA
"679",1988,14,5,2,1,2,26946.72788,27961.165,0.6547805,0.6155508,32593270,30206915,9114.453309,9129.603,NA,NA,NA
"680",1989,14,5,2,1,2,27780.94742,33929.635,0.9745814,0.9361503,5051173,4555851.5,14987.34209,14959.135,NA,NA,NA
"681",1990,14,5,2,1,2,34669.70908,36138.87,1.198393,1.1670995,5417801,4641118,18483.24015,18358.675,NA,NA,NA
"682",1991,14,5,2,1,2,37772.52755,30446.25,1.18376,1.1872285,10072200,8202971,17279.78098,17115.73,NA,NA,NA
"683",1992,14,5,2,1,2,31984.7699,18933.86,1.279991,1.3074805,10661790,8061490,11570.27722,11514.475,NA,NA,NA
"684",1993,14,5,2,1,2,20050.91078,12293.32,1.543551,1.584547,14684380,10202840,7614.443983,7580.629,NA,NA,NA
"685",1994,14,5,2,1,2,13446.56649,10499.79,1.332879,1.4233375,5257516,3342103,5755.217091,5730.434,NA,NA,NA
"686",1995,14,5,2,1,2,12128.08158,10956.87,0.916881,1.035897,6217710,3585746,4938.136231,4910.1875,NA,NA,NA
"687",1996,14,5,2,1,2,13299.65533,11154.72,0.8162326,0.97784865,5584570,2915020.5,5362.602151,5325.725,NA,NA,NA
"688",1997,14,5,2,1,2,13933.87578,9129.9615,0.6711441,0.85859405,9777971,4779704.5,4106.215515,4093.0065,NA,NA,NA
"689",1998,14,5,2,1,2,12004.47287,7945.919,0.5597291,0.7594769,9105385,4227280.5,3210.603892,3199.1685,NA,NA,NA
"690",1999,14,5,2,1,2,11215.41559,8046.9535,0.3747781,0.5273249,19041730,8336402,2332.846674,2332.886,NA,NA,NA
"691",2000,14,5,2,1,2,12161.2915,10074.115,0.4428962,0.63045695,11455660,4880143.5,3369.379395,3376.589,NA,NA,NA
"692",2001,14,5,2,1,2,15378.77246,12066.695,0.4594742,0.67130925,2976459,1245713.5,4168.642037,4164.2495,NA,NA,NA
"693",2002,14,5,2,1,2,18796.52769,13067.145,0.3626093,0.5314582,13175370,5546285.5,4002.828268,4011.8595,NA,NA,NA
"694",2003,14,5,2,1,2,20397.41129,12905.13,0.3926542,0.55812125,4777869,2040352,4424.915091,4430.263,NA,NA,NA
"695",2004,14,5,2,1,2,19359.14349,11833.71,0.4701816,0.64723295,15418270,6583442,4443.686217,4449.9615,NA,NA,NA
"696",2005,14,5,2,1,2,17266.71046,10884.925,0.6450534,0.8906139,9185212,4043499.5,5062.128049,5070.4415,NA,NA,NA
"697",2006,14,5,2,1,2,15633.0102,9512.242,0.4354878,0.5974534,15170260,6975267.5,3067.887018,3073.211,NA,NA,NA
"698",2007,14,5,2,1,2,14203.80951,11168.16,0.481724,0.6277299,11425310,5450814,3798.595002,3790.6165,NA,NA,NA
"699",2008,14,5,2,1,2,15922.64237,12316.41,0.6653683,0.8373715,8282485,4140291.5,5151.754469,5161.061,NA,NA,NA
"700",2009,14,5,2,1,2,16724.72866,12087.66,0.7703221,0.941259,5282501,2742879.5,5565.333333,5577.4005,NA,NA,NA
"701",2010,14,5,2,1,2,15839.34304,10484.49,0.8866648,1.0465315,3214456,1697500.5,5339.020292,5340.497,NA,NA,NA
"702",2011,14,5,2,1,2,13221.7822,7928.482,1.307762,1.5002935,3123141,1612205,5109.970721,5109.653,NA,NA,NA
"703",2012,14,5,2,1,2,9573.531438,4463.556,1.481667,1.7061265,3451363,1487449.5,3032.407788,3019.774,NA,NA,NA
"704",2013,14,5,2,1,2,5394.312786,2607.0125,1.858794,2.2464905,1711859,606821.15,1952.698835,1937.9875,NA,NA,NA
"705",2014,14,5,2,1,2,3291.968035,1607.2625,1.668793,2.5437905,5726967,1783426,1242.39066,1229.8405,NA,NA,NA
"706",2015,14,5,2,1,2,2375.189463,1092.1405,0.2698311,0.4927601,2311249,638145.3,260.327718,260.85315,NA,NA,NA
"707",2016,14,5,2,1,2,2232.821099,1749.105,0.3742287,0.7041019,1355431,346643.4,578.9498259,582.24035,NA,NA,NA
"708",2017,14,5,2,1,2,3547.93507,2089.451,0.3788805,0.79519375,3061964,782093.2,857.4885428,866.12595,NA,NA,NA
"709",2018,14,5,2,1,2,4363.402523,1817.753,0.198409,0.45567625,4260899,1110047.5,515.7121064,518.45695,NA,NA,NA
"710",2019,14,5,2,1,2,4278.680045,1930.836,0.100766993,0.2281471,2413525.31,673170.05,289.5648467,291.19865,5.557869538,210.891653,NA
"711",2020,14,5,2,1,2,4722.449016,2494.869,0.105772797,0.22284795,4077339.019,1218469,362.4874689,361.40215,13.12127988,-27.27538787,0.121674338
"712",2021,14,5,2,1,2,5734.390281,3141.562,0.105772933,0.20758475,3402622.239,1089956,444.6880337,445.57825,-6.824081877,-27.27472558,0.16927649
"713",2022,14,5,2,1,2,6698.571573,3945.2885,0.151912326,0.27132235,4966559.609,1655024.5,746.9877674,745.1732,20.96900558,-53.18826278,0.212533634
"714",2023,14,5,2,1,2,7754.300301,4413.054,0.151914155,0.25730185,5338062.886,1849539.5,787.1573419,802.2552,4.516695524,-53.1883552,0.252368645
"715",2024,14,5,2,1,2,8287.934501,5205.941,0.243944752,0.40426195,5727371.195,2024548.5,1313.142922,1329.643,27.25665967,-59.67144435,0.290765076
"716",2025,14,5,2,1,2,9136.933807,5667.521,0.243944806,0.39411025,4633702.181,1617503.5,1404.010794,1398.825,15.13666163,-59.67161083,0.329275163
"717",2026,14,5,2,1,2,9789.797611,6263.225,0.336517173,0.5422668,4851040.256,1697185,2059.760981,2079.5775,18.09393754,-52.52986916,0.374766247
"718",2027,14,5,2,1,2,10480.12137,6015.365,0.336511673,0.5303641,5871017.008,2001182.5,1992.958764,1992.177,9.876116288,-52.53099775,0.525160399
"719",2028,14,5,2,1,2,10134.23449,6000.668,0.36528941,0.5741783,3472138.932,1196960.5,2112.379179,2114.3195,-0.329262939,-25.81595963,0.646887384
"720",2029,14,5,2,1,2,10011.85953,5671.3665,0.365297083,0.5871106,3692767.387,1274949.5,1949.564372,1974.8025,2.610035074,-25.81779031,0.667034707
"721",2030,14,5,2,1,2,9696.045904,5335.28,0.308504562,0.506226,3161306.159,1140537.5,1662.150686,1658.133,-13.57871139,10.60758026,0.646558935
"722",2031,14,5,2,1,2,9241.547108,4992.4935,0.308504061,0.50853765,2938892.465,1094012,1577.083017,1581.856,-8.924086116,10.6092968,0.575285136
"723",2032,14,5,2,1,2,8715.200937,4736.1775,0.242906083,0.40183965,2505092.69,992200.1,1226.752439,1237.86,-15.66421917,22.1069706,0.505459747
"724",2033,14,5,2,1,2,8081.304374,4623.365,0.242902085,0.38332655,2525367.768,1082672,1184.468191,1190.973,-7.966538475,22.10667607,0.403459496
"725",2034,14,5,2,1,2,7539.109024,4561.014,0.225285278,0.32786845,3379952.439,1549230.5,1044.720604,1057.225,-13.68239857,5.779009131,0.328770623
"726",2035,14,5,2,1,2,7137.430164,4715.6415,0.225277159,0.2951816,3644274.99,1847666.5,984.1019744,988.9385,-9.047182074,5.77945893,0.255282829
"727",2036,14,5,2,1,2,6843.726486,5233.9525,0.215509726,0.2546743,3444274.269,1876053,906.7475268,905.09195,-12.64549527,0.50771616,0.211197807
"728",2037,14,5,2,1,2,6858.358095,6056.727,0.215506653,0.21844755,2646839.647,1549474.5,937.0122152,931.50215,-13.12931264,0.507546047,0.177633242
"729",1986,15,5,2,1,3,29014.55439,26948.6,0.8563994,0.7940498,16631560,15749490,11125.42744,10732.89,NA,NA,NA
"730",1987,15,5,2,1,3,26876.87628,27597.33,0.8681519,0.8075283,17662870,16733860,11404.31603,11433.42,NA,NA,NA
"731",1988,15,5,2,1,3,27012.71262,28026.68,0.6547805,0.6174453,32593270,30171990,9131.460825,9176,NA,NA,NA
"732",1989,15,5,2,1,3,27819.58557,33957.92,0.9745814,0.9368715,5051173,4533757,14996.3678,14906.15,NA,NA,NA
"733",1990,15,5,2,1,3,34685.51393,36189.31,1.198393,1.171023,5417801,4638042,18486.32386,18353.6,NA,NA,NA
"734",1991,15,5,2,1,3,37777.36184,30329.93,1.18376,1.185157,10072200,8231946,17280.51241,17085.58,NA,NA,NA
"735",1992,15,5,2,1,3,31985.92865,18964.94,1.279991,1.308156,10661790,8125921,11570.46011,11529.35,NA,NA,NA
"736",1993,15,5,2,1,3,20051.18981,12298.88,1.543551,1.587701,14684380,10193570,7614.487023,7594.503,NA,NA,NA
"737",1994,15,5,2,1,3,13446.62691,10524.92,1.332879,1.434737,5257516,3345141,5755.223611,5736.699,NA,NA,NA
"738",1995,15,5,2,1,3,12128.09143,10959.43,0.916881,1.041951,6217710,3594036,4938.137277,4907.664,NA,NA,NA
"739",1996,15,5,2,1,3,13299.65729,11142.97,0.8162326,0.9823104,5584570,2935152,5362.602439,5336.328,NA,NA,NA
"740",1997,15,5,2,1,3,13933.87637,9096.037,0.6711441,0.8574365,9777971,4798656,4106.215596,4079.458,NA,NA,NA
"741",1998,15,5,2,1,3,12004.47306,7931.031,0.5597291,0.7664104,9105385,4190966,3210.603919,3204.585,NA,NA,NA
"742",1999,15,5,2,1,3,11215.41566,8037.541,0.3747781,0.5302949,19041730,8336198,2332.846681,2331.046,NA,NA,NA
"743",2000,15,5,2,1,3,12161.29153,10054.92,0.4428962,0.6300648,11455660,4862012,3369.379399,3361.939,NA,NA,NA
"744",2001,15,5,2,1,3,15378.77248,12037.05,0.4594742,0.6739,2976459,1250742,4168.642039,4166.002,NA,NA,NA
"745",2002,15,5,2,1,3,18796.52769,13067.21,0.3626093,0.5314848,13175370,5550639,4002.828269,4006.399,NA,NA,NA
"746",2003,15,5,2,1,3,20397.41129,12929.37,0.3926542,0.558676,4777869,1999673,4424.915091,4422.55,NA,NA,NA
"747",2004,15,5,2,1,3,19359.14349,11835.44,0.4701816,0.6487488,15418270,6567436,4443.686217,4444.019,NA,NA,NA
"748",2005,15,5,2,1,3,17266.71046,10874.29,0.6450534,0.8955476,9185212,4054179,5062.128049,5074.329,NA,NA,NA
"749",2006,15,5,2,1,3,15633.0102,9507.708,0.4354878,0.5987446,15170260,6978824,3067.887018,3055.282,NA,NA,NA
"750",2007,15,5,2,1,3,14203.80951,11151.69,0.481724,0.6331941,11425310,5436487,3798.595002,3799.522,NA,NA,NA
"751",2008,15,5,2,1,3,15922.64237,12281.53,0.6653683,0.8377879,8282485,4136972,5151.754469,5163.747,NA,NA,NA
"752",2009,15,5,2,1,3,16724.72866,12053.1,0.7703221,0.9396269,5282501,2731128,5565.333333,5570.676,NA,NA,NA
