"","Year","Scenario","OM","Rho","Frequency","HCR","SSB","SSBest","F_full","Fest","R","Rest","Catchsim","Catchest","REESSB","REEF","rhoSSB"
"1328",2013,26,2,2,1,2,67.75743705,117.6004,0.2913,0.280527,29515,29397.435,7.270478893,7.267203,NA,NA,NA
"1329",2014,26,2,2,1,2,118.0967456,146.05955,0.5461,0.5266943,2267641,2262063,22.40725158,22.455425,NA,NA,NA
"1330",2015,26,2,2,1,2,146.6164749,267.3989,0.6394,0.61525465,55083,55094.85,34.35201815,34.32415,NA,NA,NA
"1331",2016,26,2,2,1,2,268.396686,758.83675,0.4135,0.39821255,154684,154339.2,50.76027361,50.898335,NA,NA,NA
"1332",2017,26,2,2,1,2,760.939794,935.48,0.0982,0.094758465,546138,545802.75,28.09162597,28.198305,NA,NA,NA
"1333",2018,26,2,2,1,2,938.2461032,943.81455,0.0367,0.035289945,79974,79829.8,12.06317505,12.05681,NA,NA,NA
"1334",2019,26,2,2,1,2,946.191308,1275.316,0.593771064,0.5766218,121439.4766,123760.85,312.8601659,314.06175,-2.029088392,-83.85284469,NA
"1335",2020,26,2,2,1,2,1276.460556,985.686,0.626978311,0.604005,111899.4341,112340.55,312.8674138,311.81615,-1.776833239,-7.555169266,-0.002326386
"1336",2021,26,2,2,1,2,989.3156966,711.56545,0.626972281,0.6034639,123159.8655,123116.85,171.4633471,171.75645,25.99645304,-7.555352869,0.005071268
"1337",2022,26,2,2,1,2,719.7717865,637.3087,0.467225732,0.45328455,113603.5441,114483.1,115.9154686,116.6179,-1.767309942,29.99301831,0.005058758
"1338",2023,26,2,2,1,2,643.1670497,642.4551,0.467234471,0.44942325,112843.0027,111453.15,108.6424936,110.0239,10.33036643,29.99219648,-0.002966748
"1339",2024,26,2,2,1,2,643.7996414,697.907,0.440238663,0.42938305,120925.2448,120140.65,96.47206473,96.892785,-0.125245379,2.440522726,-0.007348499
"1340",2025,26,2,2,1,2,695.0242024,738.5495,0.440244866,0.4237123,109517.5922,110385.8,109.3974584,109.88335,3.973729435,2.44122529,-0.007763299
"1341",2026,26,2,2,1,2,741.0101017,751.13335,0.443373513,0.4277969,114658.8256,113933.8,115.8177603,115.99605,0.062396938,-1.204354714,-0.008342905
"1342",2027,26,2,2,1,2,749.1925862,763.7841,0.443376793,0.426339,108524.9194,109927,116.3631194,116.71645,1.871466876,-1.204018458,-0.004020164
"1343",2028,26,2,2,1,2,762.7963108,760.30815,0.436846301,0.4203912,121398.7808,119316.5,121.6120885,122.29185,0.344916032,-0.787640786,-0.005404194
"1344",2029,26,2,2,1,2,767.9179033,750.31305,0.436841812,0.41886025,118644.8239,117523.85,120.0593783,119.24295,4.639437137,-0.789893306,-0.00456099
"1345",2030,26,2,2,1,2,756.4401951,780.56125,0.4286515,0.41249385,126829.9676,126260.85,120.8036279,122.35405,-0.011643108,-1.695549904,-0.001211387
"1346",2031,26,2,2,1,2,795.2595877,797.4844,0.428650207,0.4122853,105959.5398,106624.95,117.7970758,118.9913,2.008954132,-1.696597207,0.001635154
"1347",2032,26,2,2,1,2,797.0227077,800.4512,0.433347856,0.41825715,115399.0765,114464.2,125.0860887,124.95205,0.164889822,-3.473040073,0.001390824
"1348",2033,26,2,2,1,2,806.5365865,797.5852,0.433340548,0.4152716,112012.9002,113098.65,122.8753823,123.99855,4.24359057,-3.473716381,0.00255462
"1349",2034,26,2,2,1,2,790.1795032,766.54865,0.436997156,0.41922955,123477.816,124399.6,124.6755577,123.31755,-0.18620967,-3.339433512,0.002596589
"1350",2035,26,2,2,1,2,772.2927185,759.12225,0.437009043,0.41774995,118893.9134,121829.7,117.1431606,116.6778,3.716732452,-3.338945169,0.001618237
"1351",2036,26,2,2,1,2,759.9203642,751.2288,0.428907685,0.40877205,119564.7848,117158.15,119.06772,118.5414,0.081397779,-0.721758338,0.001847728
"1352",2037,26,2,2,1,2,743.5357448,767.6682,0.428904201,0.40801005,115225.7441,114250.3,118.6671887,118.1028,2.353515961,-0.721681461,0.002495847
"1353",1986,27,2,2,1,3,89.97536104,73.439575,0.2207,0.2132277,16764,16729.865,7.835618766,7.8615625,NA,NA,NA
"1354",1987,27,2,2,1,3,73.77112143,74.067655,0.2945,0.2831948,2603,2604.8575,10.0035238,9.9888445,NA,NA,NA
"1355",1988,27,2,2,1,3,74.49344359,62.00422,0.291,0.2802027,19933,19919.605,7.506068679,7.496986,NA,NA,NA
"1356",1989,27,2,2,1,3,62.32662031,58.872905,0.249,0.2399614,1358,1357.2515,6.431703548,6.431404,NA,NA,NA
"1357",1990,27,2,2,1,3,59.21441041,60.2926,0.2992,0.2878134,3378,3379.6555,7.590270284,7.5624655,NA,NA,NA
"1358",1991,27,2,2,1,3,60.57344526,55.35903,0.6603,0.6338415,2688,2684.5745,14.54076586,14.48878,NA,NA,NA
"1359",1992,27,2,2,1,3,55.62221472,41.475965,0.5398,0.5199933,10529,10527.48,9.763424877,9.738054,NA,NA,NA
"1360",1993,27,2,2,1,3,41.63239166,33.53055,0.2927,0.28212135,15191,15152.18,4.388510247,4.3832775,NA,NA,NA
"1361",1994,27,2,2,1,3,33.65975873,38.480445,0.3985,0.38314605,14942,14912.425,6.295276779,6.2700195,NA,NA,NA
"1362",1995,27,2,2,1,3,38.62348981,41.64519,0.1421,0.13635735,12204,12183.685,1.975534757,1.9738695,NA,NA,NA
"1363",1996,27,2,2,1,3,41.78013576,51.652505,0.097,0.09319763,11301,11284.325,1.714463399,1.710317,NA,NA,NA
"1364",1997,27,2,2,1,3,51.8073389,60.70918,0.0855,0.082127835,22261,22219.135,1.903002263,1.8983945,NA,NA,NA
"1365",1998,27,2,2,1,3,60.88947036,70.60821,0.124,0.11885005,13779,13728.55,3.660476773,3.6468495,NA,NA,NA
"1366",1999,27,2,2,1,3,70.79499147,76.77823,0.1801,0.1730488,45226,45095.61,5.596843935,5.6068685,NA,NA,NA
"1367",2000,27,2,2,1,3,77.01298032,89.12586,0.1704,0.16423835,10209,10189.675,5.932156221,5.936425,NA,NA,NA
"1368",2001,27,2,2,1,3,89.38547314,105.23955,0.2401,0.2313765,78106,77953.635,8.870572283,8.8680435,NA,NA,NA
"1369",2002,27,2,2,1,3,105.5281458,118.08445,0.2884,0.2764017,4394,4369.7645,12.54517311,12.51812,NA,NA,NA
"1370",2003,27,2,2,1,3,118.3946499,133.2337,0.2763,0.26591905,2080,2066.576,12.14168587,12.153455,NA,NA,NA
"1371",2004,27,2,2,1,3,133.587723,120.06595,0.4736,0.45445945,249492,249018.75,21.59571384,21.514585,NA,NA,NA
"1372",2005,27,2,2,1,3,120.4052898,117.7728,0.4336,0.4161852,5322,5296.922,18.16575302,18.120685,NA,NA,NA
"1373",2006,27,2,2,1,3,118.0577778,176.4592,0.3138,0.3016673,12873,12895.5,14.37330305,14.39263,NA,NA,NA
"1374",2007,27,2,2,1,3,176.8807306,185.9365,0.282,0.27055225,4201,4199.376,18.80945235,18.802885,NA,NA,NA
"1375",2008,27,2,2,1,3,186.4318943,171.17195,0.2304,0.22163975,4373,4395.705,14.73017292,14.71198,NA,NA,NA
"1376",2009,27,2,2,1,3,171.6244332,146.495,0.3477,0.3336444,1788,1787.5055,25.36218127,25.327885,NA,NA,NA
"1377",2010,27,2,2,1,3,147.034463,104.56435,0.3866,0.37053705,6991,7006.7665,26.26146096,26.200535,NA,NA,NA
"1378",2011,27,2,2,1,3,104.9813091,67.170735,0.3182,0.30637405,207156,207114.75,10.96975874,10.96931,NA,NA,NA
"1379",2012,27,2,2,1,3,67.50503543,67.565015,0.7004,0.67167475,38754,38686.53,16.97143796,16.91478,NA,NA,NA
"1380",2013,27,2,2,1,3,67.75743705,117.9078,0.2913,0.27997105,29515,29439.29,7.270478893,7.257823,NA,NA,NA
"1381",2014,27,2,2,1,3,118.0967456,146.437,0.5461,0.5248045,2267641,2260149,22.40725158,22.418435,NA,NA,NA
"1382",2015,27,2,2,1,3,146.6164749,267.73365,0.6394,0.61399525,55083,54844.03,34.35201815,34.40662,NA,NA,NA
"1383",2016,27,2,2,1,3,268.396686,758.4666,0.4135,0.3964718,154684,153924.05,50.76027361,50.704195,NA,NA,NA
"1384",2017,27,2,2,1,3,760.939794,935.03735,0.0982,0.094296605,546138,544574.4,28.09162597,28.050355,NA,NA,NA
"1385",2018,27,2,2,1,3,938.2461032,943.15105,0.0367,0.03537237,79974,79771.6,12.06317505,12.10318,NA,NA,NA
"1386",2019,27,2,2,1,3,946.191308,1274.0485,0.593911579,0.57055935,117870.9403,118539.05,312.7440595,312.1227,-2.176711815,-83.77398298,NA
"1387",2020,27,2,2,1,3,1276.439159,984.4448,0.623179944,0.5963673,125853.7375,125620.3,312.7410728,309.1409,-1.889983735,-6.265762819,-0.000770203
"1388",2021,27,2,2,1,3,988.8638713,716.48325,0.623169565,0.59744125,115278.9207,115896.7,171.2542218,170.8405,25.34008945,-6.264962754,0.005718497
"1389",2022,27,2,2,1,3,717.0907063,633.0752,0.480528356,0.4611451,122425.8903,121595.2,120.4904116,120.9421,-1.781430897,25.74750184,0.006456917
"1390",2023,27,2,2,1,3,635.0961992,648.01485,0.480527874,0.4645719,118755.1744,120565.3,114.3050869,113.86965,10.04567115,25.74834493,-0.003227779
"1391",2024,27,2,2,1,3,653.8572161,706.2459,0.459697119,0.44307625,115065.2571,115838.75,100.9660879,99.46045,-0.147559295,2.824774507,-0.008915547
"1392",2025,27,2,2,1,3,714.0932421,769.29685,0.459698964,0.4420296,122545.6367,124651.25,112.8179541,111.7474,3.449931388,2.824456952,-0.008955358
"1393",2026,27,2,2,1,3,769.9345141,767.13715,0.461560457,0.44278185,120637.5151,122193.6,124.3644444,124.0262,0.33865563,-4.176055911,-0.008898083
"1394",2027,27,2,2,1,3,775.277755,778.72055,0.461564112,0.44492145,113665.6539,111929.15,126.2082637,125.4404,1.995108245,-4.175511946,-0.007594747
"1395",2028,27,2,2,1,3,785.645447,798.6072,0.450484729,0.43822425,112081.771,110303.25,128.279824,128.3577,0.765097687,-2.67681007,-0.006158883
"1396",2029,27,2,2,1,3,802.1335675,790.09665,0.450471699,0.435865,114463.8689,111821.4,131.2805765,129.37575,2.672016035,-2.676898875,-0.004543351
"1397",2030,27,2,2,1,3,799.552793,774.53575,0.4544976,0.4363314,116222.038,114916.4,129.5794516,129.54135,0.33515965,-2.661369423,-0.002196403
"1398",2031,27,2,2,1,3,783.9596036,756.9453,0.454485633,0.4367975,121833.6882,123717.85,126.8457681,126.5403,4.663423841,-2.662038479,0.000965929
"1399",2032,27,2,2,1,3,768.6835914,762.16875,0.457258254,0.4389525,104661.0472,104682.35,123.4225242,123.0049,0.422890102,-3.445779449,0.002325791
"1400",2033,27,2,2,1,3,764.073521,746.52295,0.457260991,0.44337845,114134.8523,113732.45,122.4812297,123.59555,5.538787171,-3.445798277,0.00305085
"1401",2034,27,2,2,1,3,743.4526681,732.8978,0.461471701,0.4415224,119061.49,119264.3,121.9543762,123.2086,0.452292351,-4.049064263,0.004104932
"1402",2035,27,2,2,1,3,730.9606887,720.4677,0.461490366,0.4392526,115272.5692,118097.4,117.3726142,116.6662,4.7771455,-4.048284373,0.003620811
"1403",2036,27,2,2,1,3,724.1761905,751.7433,0.457390515,0.4392329,112042.6344,112169.65,120.1399723,119.88695,-0.119340088,-3.550162009,0.002459137
"1404",2037,27,2,2,1,3,748.5942145,745.0153,0.457395403,0.44309355,126044.2227,123408.95,117.0355548,117.4835,4.458356455,-3.551862296,0.002676217
"1405",1986,28,2,2,1,4,89.97536104,73.48821,0.2207,0.21445235,16764,16719.665,7.835618766,7.926383,NA,NA,NA
"1406",1987,28,2,2,1,4,73.77112143,74.096085,0.2945,0.28332625,2603,2594.2355,10.0035238,9.995933,NA,NA,NA
"1407",1988,28,2,2,1,4,74.49344359,61.96985,0.291,0.28025495,19933,19929.135,7.506068679,7.502816,NA,NA,NA
"1408",1989,28,2,2,1,4,62.32662031,58.901165,0.249,0.2397366,1358,1356.6735,6.431703548,6.4333095,NA,NA,NA
"1409",1990,28,2,2,1,4,59.21441041,60.28002,0.2992,0.2881038,3378,3384.305,7.590270284,7.5732745,NA,NA,NA
"1410",1991,28,2,2,1,4,60.57344526,55.344375,0.6603,0.63466495,2688,2696.785,14.54076586,14.49053,NA,NA,NA
"1411",1992,28,2,2,1,4,55.62221472,41.428175,0.5398,0.51874195,10529,10507.665,9.763424877,9.743081,NA,NA,NA
"1412",1993,28,2,2,1,4,41.63239166,33.52773,0.2927,0.2816161,15191,15168.305,4.388510247,4.373704,NA,NA,NA
"1413",1994,28,2,2,1,4,33.65975873,38.475715,0.3985,0.3821947,14942,14925.18,6.295276779,6.27689,NA,NA,NA
"1414",1995,28,2,2,1,4,38.62348981,41.65355,0.1421,0.13671905,12204,12178.965,1.975534757,1.976335,NA,NA,NA
"1415",1996,28,2,2,1,4,41.78013576,51.68157,0.097,0.09334693,11301,11267.775,1.714463399,1.714597,NA,NA,NA
"1416",1997,28,2,2,1,4,51.8073389,60.750395,0.0855,0.08203922,22261,22140.14,1.903002263,1.9050135,NA,NA,NA
"1417",1998,28,2,2,1,4,60.88947036,70.585635,0.124,0.11914425,13779,13706.495,3.660476773,3.662666,NA,NA,NA
"1418",1999,28,2,2,1,4,70.79499147,76.762375,0.1801,0.1722921,45226,45055.1,5.596843935,5.5838095,NA,NA,NA
"1419",2000,28,2,2,1,4,77.01298032,89.013275,0.1704,0.1633017,10209,10142.915,5.932156221,5.913536,NA,NA,NA
"1420",2001,28,2,2,1,4,89.38547314,105.06015,0.2401,0.23141925,78106,78000.785,8.870572283,8.8939815,NA,NA,NA
"1421",2002,28,2,2,1,4,105.5281458,117.82165,0.2884,0.27614485,4394,4379.095,12.54517311,12.48074,NA,NA,NA
"1422",2003,28,2,2,1,4,118.3946499,133.00985,0.2763,0.2649892,2080,2066.4775,12.14168587,12.08474,NA,NA,NA
"1423",2004,28,2,2,1,4,133.587723,119.96815,0.4736,0.4543993,249492,248784.25,21.59571384,21.540345,NA,NA,NA
"1424",2005,28,2,2,1,4,120.4052898,117.61205,0.4336,0.41639525,5322,5301.841,18.16575302,18.12191,NA,NA,NA
"1425",2006,28,2,2,1,4,118.0577778,176.245,0.3138,0.3009083,12873,12872.435,14.37330305,14.31939,NA,NA,NA
"1426",2007,28,2,2,1,4,176.8807306,185.6862,0.282,0.27109925,4201,4194.902,18.80945235,18.81831,NA,NA,NA
"1427",2008,28,2,2,1,4,186.4318943,170.87175,0.2304,0.22132085,4373,4372.031,14.73017292,14.72804,NA,NA,NA
"1428",2009,28,2,2,1,4,171.6244332,146.3645,0.3477,0.33509755,1788,1788.62,25.36218127,25.4165,NA,NA,NA
"1429",2010,28,2,2,1,4,147.034463,104.35165,0.3866,0.37134005,6991,6995.0715,26.26146096,26.21554,NA,NA,NA
"1430",2011,28,2,2,1,4,104.9813091,67.128455,0.3182,0.3073098,207156,206919.95,10.96975874,10.996695,NA,NA,NA
"1431",2012,28,2,2,1,4,67.50503543,67.419895,0.7004,0.6766422,38754,38591.905,16.97143796,16.94738,NA,NA,NA
"1432",2013,28,2,2,1,4,67.75743705,117.7239,0.2913,0.28064295,29515,29428.34,7.270478893,7.2689965,NA,NA,NA
"1433",2014,28,2,2,1,4,118.0967456,146.2034,0.5461,0.52454945,2267641,2258729.5,22.40725158,22.325615,NA,NA,NA
"1434",2015,28,2,2,1,4,146.6164749,267.5919,0.6394,0.6158662,55083,54779.165,34.35201815,34.271995,NA,NA,NA
"1435",2016,28,2,2,1,4,268.396686,757.75695,0.4135,0.39693465,154684,153817,50.76027361,50.72618,NA,NA,NA
"1436",2017,28,2,2,1,4,760.939794,934.21235,0.0982,0.094373875,546138,543284,28.09162597,28.058335,NA,NA,NA
"1437",2018,28,2,2,1,4,938.2461032,942.1081,0.0367,0.035329085,79974,79526.035,12.06317505,12.103675,NA,NA,NA
"1438",2019,28,2,2,1,4,946.191308,1271.886,0.023456693,0.022544885,117769.8605,116443.7,14.48212029,14.451425,-2.016691322,307.4467862,NA
"1439",2020,28,2,2,1,4,1276.438553,1280.7525,0.020043675,0.01922134,112652.5985,111865.05,17.37941028,17.338505,-1.22358016,13.52411496,-0.00052888
"1440",2021,28,2,2,1,4,1277.326698,1280.7375,0.02004368,0.01923708,128111.5497,124999.2,13.06050532,13.160785,-3.00184286,13.52437972,-0.000382389
"1441",2022,28,2,2,1,4,1280.598509,1324.7015,0.036191536,0.034317265,107653.5498,108614.4,25.03323231,25.0012,-1.477544964,-45.13059708,4.07e-05
"1442",2023,28,2,2,1,4,1329.044855,1335.307,0.036191532,0.034207835,126772.518,124004.2,24.93087445,25.24773,-5.020696423,-45.13122997,4.72e-05
"1443",2024,28,2,2,1,4,1334.492187,1390.987,0.056190451,0.05346532,116320.4317,118439,36.05426947,36.155905,-1.877068254,-36.9541728,-0.000646588
"1444",2025,28,2,2,1,4,1406.562144,1454.863,0.056190619,0.05415517,120902.4085,118869.4,37.45758072,37.42297,-0.957382582,-36.95418366,0.00084213
"1445",2026,28,2,2,1,4,1461.60582,1465.817,0.073996704,0.0720637,120160.8187,120774.05,51.92490997,52.01994,-1.554692877,-30.32147409,0.000385482
"1446",2027,28,2,2,1,4,1479.179553,1446.64,0.073995494,0.072121335,118121.7141,118106.9,52.14510282,52.1347,0.282602313,-30.32249263,0.001194117
"1447",2028,28,2,2,1,4,1461.021206,1456.9485,0.10400283,0.1025016,109089.0662,109049.15,74.77932171,74.89946,-2.24775991,-34.89637939,0.000952725
"1448",2029,28,2,2,1,4,1482.947754,1440.655,0.104001761,0.1007794,109172.1064,109033.9,72.45896463,72.329775,-0.070616697,-34.89673779,0.001055643
"1449",2030,28,2,2,1,4,1462.193367,1433.407,0.157794981,0.15445515,115426.7022,113515.9,107.6900999,107.06245,-2.068172618,-34.46200856,-0.000568131
"1450",2031,28,2,2,1,4,1439.987455,1372.6445,0.157793703,0.15536345,127253.8892,124969.9,100.5456513,99.898155,1.942938244,-34.46141447,-0.001474793
"1451",2032,28,2,2,1,4,1406.889393,1334.489,0.252733603,0.2427707,118033.3585,117470.65,155.0729264,150.68965,-2.552867298,-33.93329035,-0.002626075
"1452",2033,28,2,2,1,4,1353.815993,1242.8565,0.252729042,0.24649735,114535.5131,111573.7,133.0223929,132.26285,4.130191961,-33.93324656,-0.001749694
"1453",2034,28,2,2,1,4,1267.333487,1184.2575,0.36065612,0.34989355,112649.6598,111715.55,193.0923575,191.2604,-2.606265008,-30.7567114,-0.001997911
"1454",2035,28,2,2,1,4,1200.637983,1077.6235,0.360650311,0.35222155,129850.0745,128668.45,159.6594756,159.9505,5.665828378,-30.75745764,-0.004335872
"1455",2036,28,2,2,1,4,1080.31999,1021.4755,0.417670803,0.4066507,122675.7369,120185.75,175.5412602,175.18955,-2.187528658,-17.04632908,-0.005400335
"1456",2037,28,2,2,1,4,1037.540764,983.77775,0.417670419,0.4073189,120478.8898,122806,156.5626347,156.9306,6.488564707,-17.04582307,-0.007255778
"1457",1986,29,6,2,1,1,89.97536104,73.662235,0.2207,0.214069,16764,16780.925,7.835618766,7.9092855,NA,NA,NA
"1458",1987,29,6,2,1,1,73.77112143,74.37196,0.2945,0.28228915,2603,2599.465,10.0035238,9.9807905,NA,NA,NA
"1459",1988,29,6,2,1,1,74.49344359,62.239225,0.291,0.27954855,19933,19980.25,7.506068679,7.4964005,NA,NA,NA
"1460",1989,29,6,2,1,1,62.32662031,59.138495,0.249,0.23926665,1358,1360.78,6.431703548,6.4271665,NA,NA,NA
"1461",1990,29,6,2,1,1,59.21441041,60.484635,0.2992,0.28718475,3378,3382.34,7.590270284,7.575806,NA,NA,NA
"1462",1991,29,6,2,1,1,60.57344526,55.6063,0.6603,0.63165975,2688,2702.1335,14.54076586,14.500935,NA,NA,NA
"1463",1992,29,6,2,1,1,55.62221472,41.624445,0.5398,0.51628535,10529,10597.285,9.763424877,9.742387,NA,NA,NA
"1464",1993,29,6,2,1,1,41.63239166,33.715435,0.2927,0.2797617,15191,15278.29,4.388510247,4.3845,NA,NA,NA
"1465",1994,29,6,2,1,1,33.65975873,38.70979,0.3985,0.3814078,14942,15017.175,6.295276779,6.2949975,NA,NA,NA
"1466",1995,29,6,2,1,1,38.62348981,41.94151,0.1421,0.13590735,12204,12261.525,1.975534757,1.9760685,NA,NA,NA
"1467",1996,29,6,2,1,1,41.78013576,52.029655,0.097,0.092528625,11301,11326.62,1.714463399,1.713242,NA,NA,NA
"1468",1997,29,6,2,1,1,51.8073389,61.17198,0.0855,0.081916455,22261,22332.155,1.903002263,1.910746,NA,NA,NA
"1469",1998,29,6,2,1,1,60.88947036,71.10017,0.124,0.11793445,13779,13824.01,3.660476773,3.661721,NA,NA,NA
"1470",1999,29,6,2,1,1,70.79499147,77.290435,0.1801,0.1718881,45226,45325.13,5.596843935,5.61227,NA,NA,NA
"1471",2000,29,6,2,1,1,77.01298032,89.62812,0.1704,0.16325315,10209,10256.345,5.932156221,5.954689,NA,NA,NA
"1472",2001,29,6,2,1,1,89.38547314,105.8379,0.2401,0.22896125,78106,78288.035,8.870572283,8.877241,NA,NA,NA
"1473",2002,29,6,2,1,1,105.5281458,118.71615,0.2884,0.27699805,4394,4402.054,12.54517311,12.61214,NA,NA,NA
"1474",2003,29,6,2,1,1,118.3946499,133.9062,0.2763,0.2645324,2080,2075.215,12.14168587,12.16444,NA,NA,NA
"1475",2004,29,6,2,1,1,133.587723,120.72845,0.4736,0.4518725,249492,250314.15,21.59571384,21.605575,NA,NA,NA
"1476",2005,29,6,2,1,1,120.4052898,118.41225,0.4336,0.41633795,5322,5328.872,18.16575302,18.23598,NA,NA,NA
"1477",2006,29,6,2,1,1,118.0577778,177.4877,0.3138,0.29996,12873,12954.73,14.37330305,14.35909,NA,NA,NA
"1478",2007,29,6,2,1,1,176.8807306,187.09695,0.282,0.2694251,4201,4227.287,18.80945235,18.824635,NA,NA,NA
"1479",2008,29,6,2,1,1,186.4318943,172.2037,0.2304,0.2206266,4373,4424.045,14.73017292,14.7649,NA,NA,NA
"1480",2009,29,6,2,1,1,171.6244332,147.4716,0.3477,0.3332614,1788,1801.9545,25.36218127,25.49915,NA,NA,NA
"1481",2010,29,6,2,1,1,147.034463,105.26925,0.3866,0.37222375,6991,7026.802,26.26146096,26.42941,NA,NA,NA
"1482",2011,29,6,2,1,1,104.9813091,67.676675,0.3182,0.30442855,207156,207757.7,10.96975874,10.974835,NA,NA,NA
"1483",2012,29,6,2,1,1,67.50503543,67.98491,0.7004,0.6723008,38754,38831.26,16.97143796,17.03766,NA,NA,NA
"1484",2013,29,6,2,1,1,67.75743705,118.48735,0.2913,0.2786504,29515,29514.345,7.270478893,7.297014,NA,NA,NA
"1485",2014,29,6,2,1,1,118.0967456,147.00745,0.5461,0.5221028,2267641,2258007.5,22.40725158,22.42066,NA,NA,NA
"1486",2015,29,6,2,1,1,146.6164749,267.9486,0.6394,0.6120932,55083,54914.44,34.35201815,34.44152,NA,NA,NA
"1487",2016,29,6,2,1,1,268.396686,758.1639,0.4135,0.39772055,154684,154019.65,50.76027361,50.93119,NA,NA,NA
"1488",2017,29,6,2,1,1,760.939794,934.239,0.0982,0.094284215,546138,544082.45,28.09162597,28.081335,NA,NA,NA
"1489",2018,29,6,2,1,1,938.2461032,941.8121,0.0367,0.035272505,79974,79674.38,12.06317505,12.032495,NA,NA,NA
"1490",2019,29,6,2,1,1,946.191308,1272.494,0.596006926,0.575187,113631.5288,114345.25,313.5048293,314.43265,-2.150194979,-84.0505612,NA
"1491",2020,29,6,2,1,1,1276.413739,979.72355,0.629110462,0.60817275,110501.6488,110914.5,313.5028574,313.03705,-1.907949845,-7.182786341,0.002963544
"1492",2021,29,6,2,1,1,986.3860032,709.8452,0.629111348,0.6088271,113528.2353,112087.5,171.1537144,170.74695,26.13736498,-7.182203774,0.005214026
"1493",2022,29,6,2,1,1,714.9784356,624.7676,0.490706938,0.4769373,116573.8394,113846.1,121.2016181,121.2346,-5.223226593,31.01411049,0.019408707
"1494",2023,29,6,2,1,1,630.6722998,603.3393,0.490713637,0.47683835,113841.1843,112326.95,111.3479326,111.4651,9.048476635,31.01449362,0.007722877
"1495",2024,29,6,2,1,1,609.9680137,658.7987,0.434775061,0.42358505,115881.3177,113553.6,89.9846838,89.85327,-5.627855045,14.88621441,0.003032511
"1496",2025,29,6,2,1,1,667.0885812,696.25225,0.434773138,0.42801235,118399.8319,115903.95,102.8897857,103.15785,-2.33969889,14.88485819,-0.001044407
"1497",2026,29,6,2,1,1,712.8444261,717.96075,0.421877238,0.41097045,118748.677,116527.7,109.9507072,110.0982,-6.331436411,9.920764737,-0.005143264
"1498",2027,29,6,2,1,1,738.5495342,749.35545,0.421866431,0.41540495,122559.091,118299.25,110.6768081,109.90485,-6.173045822,9.92159528,-0.006634189
"1499",2028,29,6,2,1,1,766.294459,780.45295,0.402838565,0.399656,107359.2668,102917.35,115.0428877,115.79295,-7.598202571,11.78595641,-0.007828837
"1500",2029,29,6,2,1,1,796.4022082,815.9281,0.402832213,0.39817235,116095.7495,110184.65,114.8781468,115.3973,-5.800842641,11.78346905,-0.012522947
"1501",2030,29,6,2,1,1,843.1421019,793.31495,0.395343907,0.3934792,112234.0272,103675.45,122.5249786,121.54965,-9.599803948,9.703940547,-0.011473997
"1502",2031,29,6,2,1,1,822.6405373,791.8186,0.395340705,0.3965104,117580.3452,108105.3,121.2990268,120.35505,-7.015243112,9.704864572,-0.011489502
"1503",2032,29,6,2,1,1,826.2057557,783.892,0.379904921,0.3834595,102072.6935,93529.84,121.6685199,118.303,-11.75172621,15.18133592,-0.01141997
"1504",2033,29,6,2,1,1,832.8351286,804.2494,0.379901685,0.3866742,116089.0203,106573.35,119.3169637,117.7473,-9.173416073,15.18213752,-0.013584629
"1505",2034,29,6,2,1,1,865.1324342,772.73435,0.360936152,0.38044475,126336.6545,111465.1,120.8739643,121.07285,-12.63307718,17.59119445,-0.016066233
"1506",2035,29,6,2,1,1,848.9683347,747.7583,0.360930879,0.38466605,112311.2531,99595.39,118.1537299,117.74025,-9.841062968,17.59095361,-0.018845977
"1507",2036,29,6,2,1,1,826.2492639,725.529,0.35046422,0.37865435,125278.7926,109585.3,114.3799539,114.97115,-12.38918726,15.97384294,-0.02330876
"1508",2037,29,6,2,1,1,813.1301533,720.6634,0.350469593,0.3910202,119855.4024,100959.2,111.3588006,111.2804,-9.067680646,15.97285099,-0.028470117
"1509",1986,30,6,2,1,2,89.97536104,73.83502,0.2207,0.2135115,16764,16793.14,7.835618766,7.919395,NA,NA,NA
"1510",1987,30,6,2,1,2,73.77112143,74.43559,0.2945,0.2823606,2603,2608.802,10.0035238,9.987963,NA,NA,NA
"1511",1988,30,6,2,1,2,74.49344359,62.29885,0.291,0.2791142,19933,20018.07,7.506068679,7.494969,NA,NA,NA
"1512",1989,30,6,2,1,2,62.32662031,59.20513,0.249,0.2383876,1358,1367.611,6.431703548,6.421401,NA,NA,NA
"1513",1990,30,6,2,1,2,59.21441041,60.62518,0.2992,0.2877405,3378,3397.706,7.590270284,7.617202,NA,NA,NA
"1514",1991,30,6,2,1,2,60.57344526,55.70229,0.6603,0.6322465,2688,2704.069,14.54076586,14.55216,NA,NA,NA
"1515",1992,30,6,2,1,2,55.62221472,41.66628,0.5398,0.5166709,10529,10597.14,9.763424877,9.774182,NA,NA,NA
"1516",1993,30,6,2,1,2,41.63239166,33.75039,0.2927,0.2798424,15191,15244.71,4.388510247,4.391397,NA,NA,NA
"1517",1994,30,6,2,1,2,33.65975873,38.76016,0.3985,0.3802135,14942,15007.88,6.295276779,6.29397,NA,NA,NA
"1518",1995,30,6,2,1,2,38.62348981,41.96728,0.1421,0.1355664,12204,12236.06,1.975534757,1.975057,NA,NA,NA
